element,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Sc,-0.5969832,0.84937054,1.7770147,0.2295896,0.19874272,0.06972176,-0.6127058,0.3975398,-0.41710347,0.21249586,-0.16763121,-0.9134138,0.51155496,0.33496982,0.00064253435,-0.3476694,0.047333315,0.23071203,0.05596473,0.32950306,-0.42383087,-0.40758806,-0.17316017,0.143628,0.20707144,-0.04606169,-0.0057678,0.19232829,-0.0054571815,0.11802436,0.06270912,0.3149876,-0.23016259,-0.4861017,-0.055975456,0.33488792,0.032872155,0.08604414,0.61940455,-0.34210443,0.07240097,-0.024143063,-0.07010559,-0.11615665,0.009984864,-0.13484922,0.15563594,-0.35164618,-0.23143163,0.004966794,-0.27015305,-0.22973624,-0.062387303,-0.1925722,0.11636075,0.118793234,-0.28568083,0.2557668,-0.13802683,0.2410538,-0.110109806,0.057248794,0.19559255,8.471683e-05,-0.21550564,-0.01330892,0.06686957,0.0809177,-0.11720587,0.09987141,-0.12305178,-0.022048756,0.16502385,0.02692175,0.058805373,-0.1589675,-0.095262915,0.067744516,-0.112909615,0.00032549724,0.103725225,-0.117396355,-0.16934359,-0.05468521,0.03108501,0.3730783,0.0131140165,-0.13527781,-0.09779565,-0.119531706,0.07213169,-0.08911887,0.018768746,-0.07273723,-0.0968997,0.035161287,0.3294896,-0.16372901,-0.20074503,0.04001825
Ti,-1.3936069,-0.2361925,0.044543296,1.8387687,0.059341732,-0.059624605,0.14819998,0.66662586,-0.5645226,0.35105565,0.015602177,0.41611278,-0.06674123,0.05342327,0.2628705,-0.20534143,0.070650294,0.11673115,-0.15293807,0.46667522,-0.082754925,-0.19535911,0.0031648828,0.06210956,0.09919687,-0.12741444,0.21653137,-0.3290441,0.086485825,-0.067444086,0.091481075,0.31793886,-0.03515272,-0.09851418,-0.15821993,-0.08798557,-0.27578974,0.28053397,-0.16727388,0.16738588,0.48024714,-0.031234946,-0.28801283,-0.3263185,0.06379118,-0.07047894,0.13176724,-0.04692094,0.28794277,-0.18956216,-0.29542655,-0.19740832,-0.08130329,-0.060646534,-0.08507192,-0.43179205,0.10213252,0.2085539,0.19104993,0.0038513886,0.39037025,-0.16862312,-0.2013919,0.3565244,-0.12562664,0.050196305,0.10827565,0.022379545,0.008397194,0.32793128,0.21536846,-0.08882563,-0.11415205,-0.1751582,0.024763694,0.13104731,0.13412791,0.07748822,0.11963354,0.19033787,0.07701878,-0.042470053,0.019182293,0.047049604,-0.024508717,-0.13743114,-0.030361008,-0.1082868,0.14912355,-0.1251459,0.06498286,0.018806227,-0.012800409,0.34863544,-0.065748595,0.108730435,0.019999951,-0.20425269,0.012861159,0.115990244
V,0.4125259,2.4944663,-0.36838853,0.645442,-0.30298683,-0.23543711,-0.2513131,-0.29962826,-0.19746196,-0.44476765,-0.03628528,0.18880175,-0.6755563,-0.1999102,0.16337861,0.3098233,-0.28806072,-0.15166721,0.18535689,-0.46840554,-0.34873462,0.5128731,-0.23275492,0.04931923,0.03682199,0.2858175,0.45729774,-0.4199077,0.107827954,-0.14412807,-0.22938363,0.054693542,0.11455483,-0.26376852,-0.3084275,-0.21865937,0.487625,-0.051106453,0.02821415,0.5190632,0.028576456,-0.04733356,-0.25549304,-0.083808444,-0.14017676,-0.018977202,-0.32784706,-0.01283575,-0.1386297,0.19391295,0.020430848,-0.08644548,-0.024937706,-0.049526192,-0.3119232,0.11871846,0.17110886,-0.14046612,0.32116073,-0.23893692,-0.2295151,0.18989462,0.11723378,-0.14499702,-0.38030925,-0.07932778,-0.006734688,-0.087805994,0.032004368,-0.21141818,0.091628835,-0.13465585,0.018207662,-0.090503335,-0.32438022,0.18572578,-0.050360892,-0.108412735,-0.009920523,0.023826014,0.0555621,-0.07282318,-0.20969364,0.39457613,0.078058176,0.031099334,-0.021891223,-0.14218803,-0.039922506,-0.031378917,0.047696747,-0.07205178,-0.035343267,0.19703393,-0.074960485,-0.08526349,0.008705772,-0.06048329,-0.22117913,0.023554513
Cr,-0.9645945,0.27277464,-0.1003433,0.29612544,0.40585518,0.10871514,-1.026119,-0.24950168,-0.41551718,-0.6828414,-0.11641846,-0.01710614,-0.51532865,-0.39616698,-0.050453752,0.12013443,0.03330771,0.10560121,0.06774454,-0.28316474,0.23046605,-0.21278012,-0.13402352,0.2669098,-0.33910137,-0.48029166,-0.31033766,0.11765773,-0.2856848,0.26449174,-0.084337495,-0.1406817,-0.30857566,-0.4056828,-0.043236893,-0.3000412,0.16023856,0.0020270124,0.18485859,0.025661055,-0.109570324,-0.04509309,0.1188091,-0.0019036392,0.111580454,0.016214292,-0.20086037,0.1504432,-0.28411052,-0.3246013,0.019023918,0.05571077,0.10553127,0.0034219362,0.034084126,-0.08625898,-0.16457959,-0.14362423,-0.014680853,-0.03352599,0.089380026,0.22221157,-0.021174775,-0.012431353,-0.35563207,-0.11751431,-0.36077914,-0.17838314,0.05936651,0.12730584,0.19219773,-0.10029967,-0.112406105,-0.0328717,-0.12386144,-0.06721375,0.24678668,-0.17805037,0.282258,-0.112943105,-0.09213479,0.01731022,0.014139256,0.006383132,0.06644905,0.1507079,0.04607261,0.075720884,-0.0747697,-0.18730712,0.26631013,0.054055437,-0.15339652,0.08504776,0.119539544,-0.107014,-0.18674621,-0.27912748,0.23702924,0.11294065
Mn,0.465454,2.6517506,-0.049717225,0.54733044,-0.5943464,0.686796,-0.625201,0.12059824,-0.74346125,-0.8879039,-0.54038036,0.3472212,-0.58735275,0.33935133,0.11195912,0.5787066,0.07107552,0.09043201,0.35690054,0.04958871,0.15177332,-0.30480528,-0.4042194,0.10497031,-0.28864488,0.038607284,0.329525,-0.4258226,0.03285179,-0.2819687,-0.07112975,-0.33608687,0.1252518,-0.022914402,-0.038149484,0.17262153,-0.37584364,-0.45424122,-0.043525435,0.1358761,0.0060307756,0.27168885,0.1811217,0.033024076,0.0695661,0.25653905,-0.29562217,-0.07682791,0.2651442,0.37240434,0.25836742,-0.124207936,-0.03746655,0.2367837,0.31826192,0.21531674,-0.09610078,-0.09594132,0.21916738,0.0805974,-0.2055135,0.09226313,0.07360211,-0.017901689,-0.06231524,0.15070178,-0.021731418,-0.036199596,0.068436965,0.078772925,0.12345398,0.055534467,-0.08576933,0.07780716,0.21905133,0.021330163,-0.18870598,0.034062587,0.016198907,-0.11275785,-0.18602592,0.03000919,0.15416694,-0.011948027,-0.16965517,-0.098205276,0.03795907,-0.047589164,0.0967064,0.06856605,-0.073789,0.103872046,0.15735555,-0.1190981,0.2039155,0.037403785,0.23846695,-0.012596335,-0.021445164,0.28119084
Fe,-0.8070954,0.50844646,0.012489914,0.46410155,-0.057030737,0.80986,-0.70076066,-0.6724373,0.06853654,-0.56758404,0.38334352,0.49495873,-0.33478454,0.7208551,0.053014874,-0.07471533,0.26753536,-0.42954227,-0.2108473,0.0021448545,0.54138696,-0.45379236,-0.3409239,0.14481121,0.13775408,0.15332897,0.29860398,0.0011701398,0.07164039,0.1778758,-0.2753587,0.41211814,0.008782272,0.0927817,-0.3356483,-0.061262928,0.1276309,-0.30360055,-0.12556449,0.11700445,-0.0071291327,0.47470802,-0.15887196,0.10473029,-0.029011067,0.16223386,-0.17965335,-0.21043327,-0.38763314,-0.16252093,-0.2288332,0.10155101,-0.046020668,-0.180415,-0.15859121,-0.019834891,-0.1427413,0.06867187,-0.26890892,0.07512883,-0.0704157,0.094355986,-0.34552974,-0.0006856397,0.15544444,0.064195365,0.08616642,-0.064427726,0.32877195,0.26177162,-0.22656873,-0.07940907,-0.1284062,-0.15546969,-0.033107717,-0.0668825,0.2278106,0.06871315,0.17253096,0.27048615,-0.02694662,0.21777841,0.122252226,0.07169057,-0.052554183,-0.093012385,-0.09783752,-0.062526256,-0.020997595,0.043204844,0.0733644,-0.059308548,0.275398,0.008621814,-0.20623302,-0.26485163,0.06977162,0.051463686,0.016814537,-0.21289605
Co,-1.4346032,-0.5974785,0.30445024,0.459534,-0.12585816,0.37181085,0.27698612,0.26662642,-0.31266308,0.08825602,0.2428428,-0.42002004,-0.28194806,-0.2376852,-0.5153056,0.21220875,0.23138574,0.15908228,0.28682032,0.2754885,0.3547773,0.27204248,-0.44217622,0.2674204,-0.25738448,-0.41810012,0.6390728,-0.24286449,-0.31499422,0.08409483,0.031936765,0.20278075,-0.21389261,-0.035101123,0.23931468,0.04638276,0.50371706,0.002646368,-0.08002134,-0.16128224,0.23959997,-0.23303472,0.09102877,0.38279277,-0.31005082,0.24329337,0.2549101,0.1683209,0.0140832085,0.1975634,-0.00027929433,-0.113630615,-0.24721578,0.26977453,0.0015661046,0.087805495,0.32696703,0.056134783,-0.27834484,0.30409378,0.006720392,-0.21381849,-0.21432269,0.25016394,-0.055817887,0.08467541,0.03621304,0.14415757,-0.22838444,0.08827849,-0.24555686,0.14410704,-0.028379776,-0.07445334,-0.116388574,0.1319385,0.24928786,-0.18850829,-0.2088773,0.121187165,-0.08933166,0.17992064,-0.103220575,0.028669484,0.29214424,-0.1666879,-0.045192786,-0.1409733,-0.0065563843,0.06764784,0.0070940256,0.061353307,-0.1635439,-0.17770964,0.03347387,0.04461523,-0.05906856,-0.2463252,-0.031183869,-0.077701524
Ni,-0.1539695,1.0939492,-0.6784556,-0.23465845,1.2689633,-1.1161319,0.81799996,0.1661685,-0.41287202,-0.7143371,0.5973842,0.20302816,-0.011478633,0.13757947,-0.25221288,0.06699133,0.24928641,0.042920668,0.106674865,-0.34509942,0.13529481,-0.18053354,-0.25702053,-0.5435852,-0.041768182,-0.062407807,-0.21127726,-0.09663355,-0.07141482,0.00968679,-0.3522643,0.3337311,0.04577051,-0.14263558,0.21818286,-0.30023494,0.6948149,0.16287145,0.21971115,-0.12721421,-0.18215443,-0.032638814,0.38293043,0.11634253,-0.47041312,-0.057932913,-0.39463437,-0.097571924,-0.44294894,-0.20135288,-0.07108165,0.25962916,-0.07592965,-0.011174228,0.183806,-0.045326315,-0.10524902,0.21903664,0.20928474,-0.024556339,-0.018464811,-0.109063685,-0.13420637,0.1252747,0.16885173,0.26080748,-0.2056984,0.113177896,0.19318937,-0.19348322,-0.07157554,-0.15015303,-0.20159937,0.036292173,0.16066478,-0.04553113,-0.1004892,0.010052092,-0.28929698,-0.14882845,0.11234562,-0.06878901,-0.07814994,-0.26475683,-0.21466164,-0.12183936,0.1754488,0.09072235,-0.15232603,0.11512253,-0.07038352,-0.051454112,-0.095699705,0.17913522,-0.122463174,0.18692556,-0.018759867,-0.13171792,0.053269446,-0.06749756
Cu,-1.035651,1.4885755,0.26797098,0.5609796,1.0456568,-0.30529574,0.29601067,0.5050887,-0.4690412,-0.31060207,-0.9038027,0.12503648,-0.4620815,0.08003765,-0.079051994,0.45575666,0.2718447,-0.38142586,-0.5710391,0.06468468,0.12320237,-0.041702174,-0.15962853,0.081459284,0.15424192,0.166152,0.21308705,0.49397677,-0.07988633,0.04335025,0.16914989,0.001471825,0.21066786,0.11448535,-0.27709848,0.25861353,0.022184532,0.18424779,-0.2257129,-0.15612152,-0.14129183,0.47903606,-0.27992284,-0.27233517,0.20810115,0.34575677,0.09327643,-0.15287143,-0.037314575,-0.041224517,-0.1663015,-0.16234301,0.063501425,-0.13824965,-0.08923495,0.0100085065,-0.08359458,0.013797164,-0.08035559,0.12440663,0.37839958,0.16307342,-0.10542122,-0.11264454,-0.13391796,0.11530146,-0.10281939,-0.041739743,-0.09690596,-0.2840825,-0.103115655,0.20464687,-0.17742574,-0.13820885,-0.0003971625,-0.19908187,0.008447055,-0.10163189,-0.1725636,0.07015874,-0.17117843,-0.23458603,0.025248148,-0.11877273,0.14233886,-0.09478798,0.08356561,0.039728455,-0.08232738,-0.23241466,-0.06531414,0.13189565,0.063671336,-0.23312286,0.06585169,0.110345885,-0.13912705,0.030839706,0.10351313,0.028478164
Zn,-0.60497016,0.056210186,-0.19420312,0.47106588,-0.14663443,0.8681242,-0.4244231,-0.02269252,-0.22880977,-0.45503873,-0.13659942,-0.12779371,-0.4175185,0.058076866,0.017280001,0.40224448,-0.01044634,0.008441621,-0.34823528,0.14143956,0.5813414,-0.07931228,0.5082308,0.16645986,-0.94129795,-0.6173786,-0.041402034,-0.120935924,0.2491453,0.108518854,0.070998825,0.04555442,-0.21249583,-0.45037562,0.023908105,0.1727889,-0.21671882,-0.2483401,0.3071282,-0.26051807,-0.0831593,0.2661042,0.19867253,0.1085856,-0.13602181,-0.2415671,0.16439351,0.35707116,0.18299104,0.13639225,0.15128133,-0.019019423,-0.15009752,0.25703958,0.26589116,0.12613925,0.3241289,-0.091289446,-0.036797896,-0.0038299933,-0.30189705,-0.0033150688,0.007611878,0.24207176,0.10502572,-0.05113195,-0.33820015,0.22866605,-0.04067123,0.028166272,0.0912614,-0.17281675,-0.02811107,0.07464851,0.20947585,0.012984909,-0.046910293,0.30514216,0.15680546,0.092391804,0.09992965,-0.09771793,0.009879506,-0.08250733,0.12171615,0.21746543,-0.014440756,0.2596504,-0.057031475,-0.24797449,-0.22525264,0.0060105473,0.0848018,0.12395367,-0.010320858,-0.0064522475,-0.03962065,0.014219829,-0.02478515,-0.2597214
Ga,-1.0913265,-0.10440955,-0.744533,0.9537933,0.044809032,-0.38713026,0.6105088,-0.08078726,0.26127988,0.6117308,0.1778241,-0.061132457,0.61979705,0.53067327,0.28423828,-0.4819349,-0.042900283,0.3791607,-0.72764957,-0.052257843,0.030200295,0.16188064,-0.09306668,-0.12036802,0.1345612,0.0038546566,0.3773038,-0.032778494,0.20345442,-0.09497195,0.049460366,0.020728536,0.23708552,-0.1333611,0.29788193,-0.61877716,0.23857826,0.15639909,0.22875002,-0.3848535,-0.024955764,0.14913961,0.087883644,0.0033466667,-0.16796644,-0.24704891,-0.2019163,0.13358086,0.20042546,0.27027458,0.5109019,-0.31897926,-0.12341089,0.025762375,-0.13149439,0.07848001,-0.25094742,0.023692816,0.0779462,-0.0044203885,-0.039521918,0.029773157,-0.15605874,0.086336434,-0.15256369,-0.021112317,-0.038943343,-0.0793321,-0.18034747,0.05137799,-0.031212013,0.13662176,-0.06974048,0.14911123,0.1029751,-0.101468116,0.001305081,-0.1154602,0.0966868,0.29628593,-0.040207244,0.17717543,-0.001191996,0.050956026,0.03854774,0.046640612,0.06545792,0.12627368,0.20278902,-0.11139108,0.16891247,-0.10791378,0.052239195,0.020299839,0.20127904,0.06882864,-0.07364461,0.16879341,-0.19103636,0.20817086
Ge,-0.26719898,0.018144157,-0.14591707,1.2749674,0.21299991,-0.07728596,0.22788128,-0.003190659,0.4863512,-0.3246429,0.23866454,0.5553671,0.3327632,0.5030121,1.873775,-0.46826196,0.27962077,0.27843314,-0.59584284,-0.5817189,-0.9805064,-0.09547024,-0.20996991,0.18195406,0.015408039,0.21098101,-0.5151752,0.03773188,-0.082313724,-0.11746439,0.045724347,-0.031396016,-0.20255876,-0.20107272,-0.23905796,0.48834535,-0.14540055,0.34891897,-0.24211107,-0.27223766,0.13933808,0.044579275,-0.0024984777,0.3447045,0.047369324,0.23227987,0.080679916,0.08781404,-0.076780446,-0.07930015,0.11483817,0.07902221,0.06022417,-0.03446421,-0.013431042,0.48918647,0.08286116,0.021364553,-0.047201544,-0.050259806,-0.32480073,-0.33509547,0.122132115,-0.017695889,-0.0004165694,0.02520125,-0.27691066,-0.0058707427,-0.2040262,-0.33732665,-0.13643526,-0.05263362,-0.11082124,0.14252734,0.055322967,0.2804015,0.15797855,-0.102460876,-0.07611197,-0.013873652,-0.06798032,0.13252851,0.05663021,0.021928752,0.022787392,0.025860716,-0.19964263,-0.032383576,-0.05024083,-0.010053486,-0.04650923,0.18343467,0.0012370571,-0.018775977,-0.2659534,-0.09969414,-0.03710141,-0.09611142,0.004853014,0.05636531
As,-0.64521366,0.5773475,-1.0660313,-0.45823407,-0.37008092,0.43343118,0.4342025,0.7169191,0.72891796,-0.8777561,-0.038899746,-0.07815698,-0.28812462,0.6381593,-0.37885728,-0.44983193,-0.62356913,-0.25997385,0.13816188,0.41602418,-0.7524285,0.1477513,0.13450888,-0.3125895,0.12069444,-0.031034056,-0.1196686,-0.26399902,-0.19724162,-0.28519616,0.45758504,-0.4406911,-0.6201138,0.117431834,-0.109086245,-0.1941337,-0.08746253,-0.07595821,0.35426104,0.20235503,0.20722462,0.12982881,-0.35646674,0.2080688,0.32625166,0.038775593,0.04742992,0.118902825,0.09793438,-0.18881905,-0.2571981,-0.032414936,-0.07880219,-0.10181163,-0.0053229155,-0.28062886,0.19820033,0.20558329,0.3737631,-0.109649025,-0.15582258,0.3136199,0.2500975,0.4882803,-0.07991382,0.17469105,-0.13601221,0.32445943,-0.2626747,-0.045676097,-0.08531971,-0.105354905,0.2405809,0.14918089,-0.0975006,-0.15719497,0.12133825,-0.06940453,-0.07875934,-0.027012348,-0.03014518,0.10158252,0.024889022,-0.101279564,-0.1001934,-0.20554225,0.2425277,0.08711024,-0.035269007,0.14512448,0.02929568,-0.018886965,0.121676095,-0.06245655,0.02791189,-0.036373343,-0.06901449,-0.08314657,-0.11558114,-0.05391802
Se,-0.59654355,-0.056770504,-0.26842174,0.07593787,-0.02527206,0.7629931,-0.12938634,-0.17496902,0.03721841,-0.9492054,0.20433319,0.7514647,-0.020006659,-0.673114,0.110285945,-0.13782461,0.10464683,0.31382027,-0.8174389,-0.04705215,-0.020745743,-0.3323943,0.2007949,-0.26218274,-0.39430583,0.07083483,0.17252193,0.2927816,0.63371646,-0.029332776,0.09607487,0.05523573,0.25932226,0.22668862,0.044917203,-0.115561,-0.16308203,-0.516256,-0.0041480917,-0.3495521,0.043584317,-0.14969802,0.14945652,0.4079643,0.37347993,0.08641019,-0.25214258,0.060547456,-0.1737603,0.08510116,0.05251021,0.050845448,-0.12507239,-0.25879204,-0.018944219,-0.19090855,-0.1903806,0.3104476,-0.04892306,-0.008494355,0.19626589,-0.093543135,0.08725116,-0.1200279,0.020306107,0.05219429,0.035696875,0.18018347,-0.08806734,-0.15503624,0.064410895,0.103786066,-0.0017371345,0.2891158,0.10860808,0.04418255,0.15486167,-0.018344227,-0.10629142,0.063647576,0.26639026,-0.18803814,-0.051423684,-0.021743026,0.0052481145,-0.15734303,0.06437663,-0.13102712,0.09299811,-0.13277182,0.010484998,-0.16757368,0.03638103,-0.07941267,0.08323442,-0.008231214,-0.19122429,-0.09715042,0.07506818,0.18245758
Br,0.51793575,1.8381274,-1.5630652,-1.0865726,-0.9243089,0.03409324,0.9450351,-0.37014714,-0.58540815,0.5167029,-0.59042716,0.23035759,-0.20757486,0.25614908,0.43725663,-0.3330328,-0.45491773,0.5688162,0.3509746,0.37747836,-0.16257155,-0.024887383,0.53035384,0.10317437,-0.024366796,0.4567247,-0.21918795,0.19721474,0.036618322,-0.23512231,-0.26733264,0.1225195,0.31463528,0.2685907,0.20968215,-0.011108357,0.21788499,0.14695767,-0.03193641,-0.10626742,-0.002796568,0.097824484,0.39551044,-0.50617,0.19810157,0.46984965,0.103516206,-0.18297115,-0.28289545,0.26510096,0.08882153,0.02455927,-0.19376424,0.4837965,-0.16784087,-0.029756855,-0.14163564,0.013241364,-0.116710156,0.24712054,0.19250326,0.051759314,-0.07462764,0.38717744,-0.030069828,-0.033953942,-0.23021549,-0.12135637,-0.045646656,0.11858208,-0.12641715,-0.21660759,-0.05163381,0.036570054,-0.11986524,0.16732515,-0.19732542,-0.13619201,0.09947339,-0.014862813,0.09779522,-0.0075800456,-0.27603135,0.028112449,-0.032006852,-0.039102737,-0.15624653,0.09717951,0.07078716,-0.21244264,-0.15862094,-0.07248908,0.05722498,-0.086722136,0.05843904,-0.039199956,-0.014985716,-0.06853011,0.006231061,-0.15507148
Kr,-0.46793142,-0.8246287,-0.27485347,0.03333573,0.6808152,0.5948186,0.08908507,-0.700832,-0.6586158,0.8573722,-0.04920288,0.27471024,0.37877977,0.07985728,0.022732373,-0.2332452,-0.55285037,-0.5712723,0.32327777,-0.6620545,-0.10711009,0.03733137,0.10452856,0.06510277,0.23758596,0.31271648,-0.447558,0.24357043,-0.15602371,0.28377122,0.148418,-0.5290401,-0.390662,-0.14689514,-0.012346245,-0.2931037,0.37167302,0.1487699,0.13110587,0.15787432,0.28305018,0.46505034,-0.03674896,0.037025087,0.17184608,0.2078968,-0.11309756,0.57587194,0.20737144,-0.07142444,0.057102624,-0.18870802,-0.1728472,-0.2325339,-0.12276767,0.20803131,-0.16747662,0.2941362,0.11093037,0.052055247,0.17754535,-0.01195132,-0.14492184,0.08608043,0.1091202,0.21468195,0.17130594,0.4117379,0.2892094,0.10080972,-0.022649923,-0.024631318,-0.04244787,-0.023302168,0.030006744,0.2419068,-0.32009482,0.00621257,0.017210275,-0.040405422,-0.18317994,0.12240502,0.10786921,-0.10892784,0.14928499,0.08941269,0.0034614129,0.1103522,0.22496007,-0.069061585,-0.014926944,-0.1027014,-0.029980516,-0.0024562003,-0.05821593,-0.17907386,-0.00808344,0.04839226,0.04961645,0.033923805
Rb,-0.20001787,-0.07287374,-0.29407305,-0.56819636,-0.71804136,-0.25650364,0.26731285,-0.89441395,0.15169357,0.0126116,0.15681542,0.6369146,0.21349531,-0.7618327,-0.26351434,0.065186016,0.2817434,-0.18259564,0.19239847,0.5176294,0.26132974,0.029260296,-0.2659906,0.11748705,0.23482513,-0.12200896,-0.057618417,0.19584413,-0.24427569,0.3710354,0.09206986,0.24899077,-0.49106902,0.37072337,-0.3146484,-0.18511203,-0.07442083,0.27223003,0.17487773,-0.29782856,0.24810728,-0.08195705,0.28552344,0.3728789,0.12865607,0.1592017,-0.12374805,0.09607102,0.38728774,0.1875053,-0.0020434111,-0.3264429,0.2326167,0.27601445,-0.21889067,-0.08507775,-0.054571632,-0.05398507,-0.0107829105,-0.0316232,-0.34608734,0.13218686,0.1695433,-0.41902697,0.0749532,-0.23758325,-0.25876686,-0.30131638,-0.09215683,0.032112196,0.07712106,-0.029206716,0.050394215,0.042496756,-0.016465332,0.030527435,-0.13470341,-0.050413955,-0.17266327,0.34293878,0.03140533,-0.06233239,-0.009775486,-0.07166903,0.059341565,-0.049064286,0.12834883,0.0764298,0.08178664,0.09291466,0.15272604,0.009389164,-0.05607707,-0.04326628,-0.10934086,-0.014792968,0.15715083,-0.23409897,0.016445208,-0.029206807
Sr,-0.50447834,-0.3560853,-0.1020172,-0.7621566,-0.09805939,-0.6179441,0.43570447,-1.1183605,0.09003116,-0.9196147,0.30225268,0.2414614,0.16231228,0.12702504,-0.13949905,0.4380347,0.072958924,-0.012750883,-0.33293116,-0.5102184,0.34525466,-0.043796238,0.3328259,0.24861324,0.45474246,-0.1202693,-0.17085429,0.5457001,-0.48219526,0.17981878,-0.3181771,-0.5473052,-0.49796617,0.19542852,0.13204056,0.0033509284,-0.05912178,-0.026074681,0.16207574,-0.05598446,0.07387515,-0.11169543,-0.0077858735,-0.29789868,-0.077586286,-0.2869665,0.08720268,-0.41179734,0.18096557,-0.06877975,0.1440219,-0.15393738,-0.058061562,0.31707597,0.14117575,-0.3177399,0.1952087,-0.16396555,0.24832237,-0.10072022,-0.007915743,-0.16197334,0.13924757,0.21156737,-0.06661469,-0.00046515465,-0.1147772,-0.06441134,0.30283773,0.012145776,-0.16673437,0.32246864,0.22229797,0.11728155,-0.15268135,-0.053793706,0.29562134,-0.21435586,-0.023055434,-0.076896876,-0.004783904,-0.07440313,-0.15246615,-0.06298992,0.1655109,0.085612744,-0.07733755,-0.17456105,-0.02461864,-0.17659956,0.002154749,0.04408344,0.20953947,0.026924968,-0.07345118,-0.19696517,0.0021586642,0.20789593,0.007256548,0.030595187
Y,0.14912404,0.63944745,0.755347,-0.46744233,0.71415085,-0.8531758,-0.9057874,-0.45745403,0.48825657,0.22153944,0.07818947,-0.458447,0.68898255,0.4430177,0.38612726,0.2326232,-0.22663277,-0.9195618,0.07526724,0.24772356,-0.43447268,-0.24747983,0.14674759,0.23214692,0.17574804,-0.428536,0.0628733,0.19068314,-0.25313708,-0.10616075,0.33752957,-0.30340475,0.6595013,-0.24688715,-0.06658366,-0.3087709,-0.020156866,0.007674873,-0.08553323,-0.36515743,-0.13312693,0.24413285,0.08318676,-0.005994264,-0.288872,-0.102775425,0.22800936,0.1098387,-0.027724536,0.08421028,-0.15453915,-0.24295837,-0.18244925,0.034342002,0.18421221,-0.19633938,0.40760618,-0.21313344,0.13087314,0.10214988,0.12873566,-0.1143523,0.26903343,-0.17005903,0.105471745,0.21588667,0.14931285,-0.20653026,0.17781451,-0.170238,0.26436898,0.045047536,-0.0012421571,0.05442344,-0.25002334,0.06617321,-0.12988417,0.0047410913,0.2082969,0.037026275,-0.18072009,0.07707085,-0.14723462,0.045845237,-0.074866906,-0.1957967,-0.08860695,0.12908056,-0.118861854,-0.12563743,0.053974777,-0.09295131,0.08129707,-0.15254264,-0.003955452,0.15386078,-0.19972982,-0.24735941,-0.040028766,-0.041763917
Zr,-0.7915567,-0.22344908,0.2807947,0.73025733,-0.13029717,-0.05628717,-0.19526193,0.20335796,-0.3135277,0.75452626,0.36544812,-0.5204145,-0.20531882,0.20353433,0.41640687,0.035184562,0.5295695,0.074345216,0.25965035,-0.00744655,0.21404913,0.18527594,0.25694367,0.43280524,0.28424123,-0.20078796,-0.1688501,0.2250688,-0.06186549,0.28029504,0.029717725,0.0856229,-0.25417775,-0.21635595,-0.071589135,-0.13009858,-0.07095228,-0.0026203706,0.006754212,0.007076645,-0.34461316,-0.25615066,-0.1436909,0.14870006,-0.17403406,0.26269913,-0.2641614,0.02855664,0.009542957,-0.007645297,0.10069094,-0.1018967,-0.27980986,-0.19163433,-0.07788983,-0.0655609,0.016309908,-0.009047989,0.10771001,-0.24446377,0.00042835623,0.0067359656,0.29008418,0.052465905,0.38037086,-0.24806848,0.15664293,-0.05455419,-0.06519613,0.021525256,0.09701472,-0.3330722,-0.12963888,0.050129756,0.08946253,0.15501091,0.18720214,0.16389076,0.14297639,-0.17004693,0.20105585,0.048926275,-0.21341121,0.12143283,-0.008734927,-0.191512,0.35393608,-0.122190565,0.017732486,-0.20147286,-0.20562318,-0.08490354,0.13147199,-0.08729665,0.1205458,-0.095834166,0.030019239,0.06262058,0.0062622484,-0.15229365
Nb,-1.0584668,-0.3911373,0.18495291,1.1695359,0.06310024,-0.12020944,-0.47564948,-0.061078683,-0.56325984,-0.18568549,0.14361736,-0.1622768,-0.19660705,0.28631043,0.6098763,0.33164692,-0.28333524,-0.12813453,0.2855662,0.020901024,0.0966833,0.1086093,0.12095578,0.38519213,0.08185002,0.32130563,0.3955623,0.5272198,-0.3499787,0.0217648,-0.09552269,0.04592555,-0.32290524,0.31603286,0.30942917,-0.3421705,0.040239595,0.43207365,-0.094788104,0.10293896,-0.17237978,0.05657909,-0.37871146,-0.06223156,-0.22569215,0.050451897,0.26280612,0.21187061,-0.08816518,0.22058624,-0.30564767,0.3319177,0.0044251382,0.2835698,0.16341694,0.07672927,0.16691118,0.3777948,-0.10958682,0.070939705,-0.24714552,-0.13075839,-0.038004197,-0.2662022,0.17982534,-0.17669791,-0.2896464,-0.016665794,0.041140493,-0.16216624,-0.108189,-0.07498772,-0.05929379,-0.0070901923,-0.058934666,-0.3380792,-0.22850192,-0.05152498,0.037195295,-0.06524803,-0.0011740178,-0.2832157,0.06570861,-0.09501079,-0.044247337,-0.19543085,-0.04815521,-0.16521776,0.15189636,0.13727438,0.0038317405,-0.18016383,0.053558704,0.15418364,0.075977296,0.14728767,-0.12580937,0.1415894,-0.19778666,0.0022437498
