element,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Sc,0.27279443,0.18450743,2.9251623,-1.4520746,0.43272883,-1.6081096,-0.800896,0.20687596,1.340632,1.9090264,0.06327125,-1.6770535,-2.586131,0.3143112,-1.6398592,-0.42270195,-0.5709786,-0.21132073,0.48292318,-0.5815294,0.36665714,1.9222702,1.5020553,-1.4822862,-0.31548157,-0.4004204,0.03433875,2.2061832,0.6443557,-0.98475283,-1.4715853,-0.6081294,0.81537145,-1.034898,0.1392893,2.7405179,2.4432616,-0.5292316,0.21833558,1.3921496,1.9968294,0.8738376,1.8235421,-1.0166727,-1.2585762,0.80649775,0.2988246,2.6000102,-0.54221827,1.1818535,-1.4016109,0.16931379,0.48865286,0.66265786,1.707193,-0.87796926,0.21800767,-0.71516114,0.8701435,0.44319975,0.32135302,1.3346864,-0.47997862,-0.73883575,-0.36147857,-1.1839465,0.25716695,-0.7372219,1.0087024,0.44177803,0.99722457,-0.2589438,-0.31033495,-1.129833,-1.0029402,-0.10895612,-0.9807341,0.34675908,-0.4818917,0.20192112,0.38999513,0.47391006,-0.052349377,-0.86132497,0.26008376,-1.0422666,-0.02143477,-0.5309654,0.8303593,0.9475389,0.048742786,-0.1497118,0.34482872,0.008023619,-0.1803653,-0.31772807,-0.29497233,0.85682225,-0.73567176,-1.1277497
Ti,0.7855949,1.1631098,-0.62757194,-0.18509847,0.048910562,-0.9458264,-0.30187225,1.7304457,0.58295923,-0.36369586,0.3063146,0.7255999,0.8845437,-0.23145238,1.0523632,-0.07323632,-1.3891507,0.66977286,0.48524743,-0.06926897,0.34246,-0.012849331,0.08957507,-0.46727997,0.53027475,0.06851752,0.59532344,-0.24029095,-0.009178844,-0.93754494,-0.54850006,0.21748634,-1.2539876,-1.1125007,0.3368693,1.1747439,1.0855664,1.1078733,-0.29183322,-1.0171876,0.9420131,0.014184933,-0.77857304,0.26524803,-1.8523514,1.8929595,-0.6431673,-0.6274617,-0.016013326,-0.0454614,-0.25892228,-1.0161902,-0.56014246,-1.3175347,-0.64916176,-0.3992681,0.13053244,2.3426175,-0.40926203,1.2163243,-0.33158836,0.7506883,-0.47441053,-0.22151423,1.1964248,-0.2736943,-0.24044406,1.1903806,0.13761175,0.16202436,0.20685555,2.189225,0.31958935,-1.1686208,-1.2241682,-0.62078035,2.1010685,-0.28217548,-0.5911645,0.5393173,-0.13692378,1.5898044,-0.50830746,-0.58795744,-2.3004792,0.26881287,-1.1460518,1.0859356,0.43355975,-1.1233214,-0.47117636,-0.09266097,1.666902,-1.8948208,-1.5661458,1.0356109,0.29102316,-0.37751427,-0.2307326,0.62925726
V,1.1361974,0.33798018,0.42512923,-1.6349432,-1.0084636,0.6894323,-0.37109753,1.4125965,0.2897966,-1.0995449,0.05566859,-0.32962993,-0.7972092,-1.8075559,1.01689,-0.20186837,-1.0747683,-0.74821967,0.32821536,-0.23882504,-0.9499314,1.7673482,-0.85836905,0.2770093,-2.3528163,-0.78868896,1.0068228,0.15692244,0.32986656,0.7137722,0.25304833,0.19839539,-1.8006527,0.061888848,-0.6448782,-0.8646154,1.7023484,-0.3685287,0.3747843,-0.4121562,-1.5765501,-0.019494668,0.19151846,1.6666954,0.06787099,-0.53685766,1.1550279,-0.9267581,0.80717677,-0.7041354,0.86175734,0.4777764,0.45271897,-0.82908785,-0.28728837,0.92729074,-0.97803086,0.37385473,1.5035185,-1.7331728,-1.4171377,-0.97078955,1.822984,-0.23465286,-1.3609861,-1.4714288,1.5187665,-0.5290607,0.07771706,0.77012485,0.34758303,-1.1769452,0.82781607,-0.33303908,-0.78480154,-0.3742015,-1.384314,-0.75716215,2.647924,-0.06554939,1.6844219,-1.0971966,0.22482881,-0.27188146,-1.5387983,-0.68382484,1.8107058,0.120745786,1.9148239,-0.033757932,-1.0569606,-1.2930824,-0.16409795,0.7106736,0.4692208,-0.15876597,-1.3956935,-0.77731043,0.3468311,-0.8653329
Cr,1.1938806,-0.056602795,-1.2882692,-0.68386203,-0.3527397,-0.3665265,-0.58059084,0.7502836,-0.90525556,0.9733216,0.20913638,-1.0867106,-0.38017052,0.71677226,-1.0503774,-0.7524475,0.2162541,0.8533599,0.4046849,-0.4991893,-0.35556522,0.0041570915,-0.69115436,-0.04592987,0.29082516,-0.5791654,-0.34356537,0.58234215,-0.77849495,0.1033035,-0.18021329,-0.96577775,-0.8315759,-0.56116104,-0.4174788,-0.8093173,-0.18226947,-0.12959166,0.31312957,-0.33989877,0.081296295,-1.3779826,-0.11416514,0.45865852,-1.272284,-0.5227088,0.6880141,-0.004600249,0.56299996,0.49245092,-0.8415211,-1.2065734,1.4201647,-1.3272333,-0.92921716,0.008997853,-0.8737791,1.9766942,0.41105887,0.4380062,-0.044117667,-0.48427552,-0.5042901,-1.3485713,-1.0641829,1.1157141,1.0229042,0.70812637,-0.18599913,-1.6006951,-0.24323474,-1.0701106,-0.51665455,0.50802636,0.26488096,-0.8602116,-0.4932008,-0.22859475,0.13323554,-0.69555116,-0.33142266,0.2265866,0.28293246,0.64632386,-0.85571885,0.23297931,0.75225717,-0.78808326,-0.83117837,1.1289929,-0.14325441,1.1581005,-0.57552564,1.2268658,0.43861336,-0.23017101,1.9524051,-0.9769266,-0.44529328,-0.26872998
Mn,0.28304604,1.7517918,-0.8997151,0.8806088,0.63931483,-0.022381688,0.0828657,0.11410628,0.3617095,0.18647507,0.35104594,1.3428121,0.82711583,0.46577355,1.1808217,0.111149184,-1.2813492,0.27998662,-0.056276187,0.34939063,0.19753845,-0.44870654,0.5831976,-1.1722509,-0.25870487,0.5611905,0.6997802,0.73802,0.0822902,0.3777249,0.7956977,1.7693616,-0.022893067,-0.46393368,0.9802132,-0.89886093,0.22500782,0.26431176,0.2882821,0.27585727,-0.64152855,0.26200297,1.0185757,1.3704667,1.042427,1.8647128,0.47339848,0.053498402,-0.8268486,-0.055157486,1.6462747,0.13656011,0.92810756,-0.17397359,-1.0824695,-1.5800042,0.30855805,-1.4631982,-0.16310462,-0.88201237,-0.45039687,1.9060196,-0.76405954,0.4762519,0.35536054,-0.77068394,1.0619018,-2.5449772,-0.16662765,0.35314044,0.95107484,-0.8108981,-1.8806499,0.7789632,0.9904117,-0.5651389,-0.6235847,-0.27392924,1.7957613,-1.3188595,-0.1656438,2.1783507,1.3327854,-1.8504167,-0.28718752,-0.006905175,-0.4145261,-1.234133,0.63740075,-0.29930595,1.1731061,0.7969576,-2.5314188,0.548873,-2.499581,-0.12012094,-0.89138925,-0.96883816,-1.5793866,0.47553927
Fe,-1.0368719,-0.3076272,-0.8240249,0.80762625,0.8416456,0.46530384,-0.5719305,0.9690388,0.25730348,-0.22410735,-0.8577993,0.19345258,-0.19374353,0.5727026,1.658263,1.2742515,-0.22295836,0.3987473,0.16032046,0.014475539,1.2296075,0.3793664,-0.51777524,-0.06872817,-0.059764694,0.95706433,-0.2776786,0.045111068,-1.8299093,-0.28513342,-0.94469,-1.0960732,-2.6406481,-0.46582052,-0.71462697,-1.2942313,0.95407903,0.24779202,0.47832105,-0.6690214,0.08373293,0.6551709,-1.11318,-1.2166244,-0.520197,1.503723,0.16891009,0.46533978,0.07074458,-1.4334027,-0.27046025,1.2922323,0.32886553,0.14455399,1.2393904,-1.4345348,-0.6646327,0.1579195,1.117671,0.54532164,-0.74906576,0.5687962,0.2760201,1.1358371,0.27770203,-0.71557134,-0.06973105,-1.0544001,1.2179838,-1.2468297,-1.0016935,0.51123905,0.53424263,0.47751883,2.3154619,-0.17111923,0.9291499,-0.7129691,0.5278293,1.4609605,-0.86314094,0.64666575,-3.1728282,-0.055892058,1.4962316,0.5413443,1.0869336,0.21186547,1.8695503,0.18696517,0.09642564,-1.2786827,0.58614814,0.46212086,0.8563352,-1.3182516,-0.8476834,1.288578,-1.4084525,0.36445424
Co,0.10884801,-0.07661287,0.05978126,-1.2846587,0.43699655,-0.10791877,-1.533456,0.18991879,1.5392858,-1.9947538,-1.6688856,2.0815377,-0.4129203,-1.0782315,-0.33675042,0.47965276,0.9551334,0.30129784,0.7193559,0.79611164,1.6308271,0.118253745,-0.013447564,0.29705542,0.1219167,2.6008615,0.10708184,-0.7976983,-1.0421093,-1.2679957,-1.0137815,0.006460181,0.04213742,-0.87875867,-1.1820439,-1.0898287,0.016532747,-2.1509166,-0.7515701,-0.89422876,-1.1545823,-0.8355011,0.8552508,-0.063339956,-2.1219337,-0.11290735,0.4917389,0.1496924,0.7010218,0.7304521,1.4141424,-0.8262848,-0.093321994,-0.51999635,0.040487874,0.8601754,-2.0329292,-2.1480174,-1.3362814,0.46872133,0.17025135,0.10394316,-0.46966565,1.4827583,-1.7751082,-0.7950028,-1.0254319,-0.6863989,-0.07320251,0.5261463,-0.23318516,0.2495976,0.32421035,1.2932335,-1.0702988,-1.4180368,-1.9770287,0.007259572,-1.4006698,0.6579759,-0.9878256,-0.98202276,-0.63996935,-0.23767497,-0.71811765,-1.7530977,-2.1174436,0.58328635,-2.5054407,-0.4703976,-0.578518,0.8987099,-1.3822175,-0.079068504,0.734303,-0.21880376,0.43008587,0.9954297,-0.46062255,-1.4583046
Ni,0.4429144,2.8734858,0.25793278,2.0255427,-0.11341634,-1.2698569,1.9985273,0.5942388,0.8960238,0.10002174,0.79094833,2.6948562,0.635511,-0.66633165,2.8563905,-0.06357409,0.33169556,-0.7407611,-1.2846816,-0.35634372,-0.15334944,1.8160834,-0.84393185,1.0857576,2.748639,1.404111,-0.37488708,0.7740862,0.82462645,-0.027145611,0.20288713,-0.6822785,1.1052672,-1.6284055,-0.54296696,1.2018481,1.2607105,-1.0662893,-0.92518324,0.18015653,-1.8663318,-2.021967,0.84004456,-0.8551551,-0.38511676,-0.21194713,-0.4895294,-1.6659017,-0.89548945,-0.11635711,-0.4078544,1.5811256,1.6353272,1.6018674,0.3422559,-0.70198697,0.3444826,2.0343184,-0.110022694,-0.57465667,0.5338629,0.2670621,0.41937646,0.04507786,0.5349394,-0.36612332,0.84245396,-1.0698434,-0.78409463,-0.730683,0.37877244,-0.05131831,-1.1256878,0.2407341,-0.08244732,0.6480381,-0.6092991,-0.27051657,-0.53996634,0.30468866,1.118997,-0.23314522,0.31971833,0.9065556,1.5160229,1.0537139,-0.63125175,-0.08806933,-0.14601593,1.0016629,-0.6760543,0.16851605,0.016950041,-0.62838465,1.3113252,0.11015736,0.48943856,1.3355799,0.9208573,-0.39924747
Cu,0.74981576,0.8258017,0.25687927,-0.40215072,0.6058058,-0.20764922,-1.6033295,0.33159223,-0.6978323,-0.24486192,0.8562052,0.8354485,1.4772053,-0.6803346,1.0753496,-0.56462497,-1.3399832,0.5042063,-0.097927496,0.36854693,0.67084676,-1.6485933,1.8010097,-0.7932748,-1.8025798,-0.28590772,-1.034231,0.25032806,0.36066294,0.83807737,-0.6909433,1.1809115,-0.49369988,-1.4561106,0.8471228,0.26286897,0.2725151,-0.06887883,-0.9645324,-0.58783686,-0.25138947,-0.4574798,0.7662923,-0.93340856,1.0954406,-0.16826113,0.6085011,0.7716885,0.6557418,-1.4630209,-0.10251781,-0.95403695,-0.45092264,-1.5534958,0.35724786,0.0139092505,-1.6553415,-1.349366,-0.025876366,0.47402063,1.0178891,0.7268124,-0.6626483,0.21048145,-0.3742091,-0.69337845,0.7076152,-0.6692081,-1.9909861,-1.9144868,-1.184186,-1.8848033,-1.585287,-0.33351886,0.013218403,1.7452985,1.2178954,0.761514,-0.93931293,-1.036577,0.6666072,-0.046111632,-0.2261967,0.6907547,-0.44355848,-1.0322946,0.926264,0.107496046,0.09087669,2.2254744,1.1377038,0.7804203,0.58619857,1.0448413,2.0639572,-0.5934452,2.8136961,0.10329101,0.4366599,0.039641198
Zn,1.9250354,1.687467,-1.10905,-0.11049959,-0.32941294,-0.6953037,0.4987646,0.38015333,0.021417098,0.8589769,-0.68095315,0.6459615,-0.3890806,0.35571045,-0.30954695,0.9909292,-0.94552994,0.9250082,-0.15464577,0.036452033,1.8706236,-0.23240398,-0.5770465,-2.418088,0.56520444,-0.34270623,0.8520801,-1.0280824,-0.6086693,0.27936572,0.13949144,0.6673356,0.4399948,-0.4718004,1.3440381,0.5735178,-0.48331985,-0.99476117,1.1625549,0.31980115,-0.11477749,-0.3350047,1.2197819,0.5852873,0.8314378,-0.57994044,1.1612737,0.28965664,0.5244089,0.28816518,1.0095979,0.3181716,0.1981232,1.3858877,0.4962565,0.033808704,-0.44859448,-0.29618225,0.10899325,1.1014566,-1.060844,-0.72753847,-1.0064576,0.21449201,0.37838262,2.019767,1.0915897,-0.9766935,0.4726828,-0.51037335,-1.2988992,-0.5311876,1.5443289,-1.1688209,-1.5336423,-1.2189609,0.3863549,0.39593697,-0.40635315,-0.26756904,0.19667484,-1.0029495,0.18672754,-0.28022835,-1.6962206,0.69890684,0.23389833,0.9748568,-0.6844248,-0.044560846,-0.25849146,-2.0965939,0.2972328,-0.566288,1.3453729,0.701133,-0.8402252,-0.8108679,0.21827458,1.7038896
Ga,-0.53221726,0.35739765,-0.73889446,0.42352784,0.15996705,-0.047922317,0.91671747,0.10278035,-0.6730805,-1.0551637,0.635158,-0.06879962,0.30599505,-0.32940534,-0.8420562,-0.07880191,0.070496164,0.53881526,-0.3053454,-0.30772367,-0.08423762,-0.1794049,0.8687169,-1.4309722,-0.07503379,0.3238174,-0.8292986,2.103757,0.051224947,0.4026517,0.2967198,-0.61761135,-0.7053508,-0.14000335,-1.0492612,-0.8053873,-0.9671688,0.6225324,1.2842202,1.9580517,-1.1777128,-0.21843791,-1.1944163,1.4632915,0.48272824,-1.1367837,-0.1529385,1.4485245,-0.48042834,-1.0170248,-1.2435892,-0.54620045,-0.7826891,-0.8101375,0.5967733,0.56016546,0.30239868,-0.24537337,-0.21617971,0.3787305,-1.3412623,1.767354,-2.0385277,1.8345906,-0.73265195,-1.8346428,-1.4920491,-0.32441583,-0.09664784,-0.15598428,0.78832155,-0.5785558,0.70290184,0.14184932,1.4301287,-0.2759446,-0.29562593,-1.6042664,-0.19746634,-0.26411724,-0.9926297,0.3500145,0.84389323,-2.138615,0.83934164,1.6741271,1.3843244,1.8661567,-0.5708496,1.4942861,-0.87756914,0.54902256,1.0281962,-0.5378159,0.12464234,1.268278,0.52704495,0.057185043,1.3242612,-2.1642013
Ge,-1.3701488,-0.8533214,-0.847054,1.5386358,1.5664234,-1.6372721,0.29984054,0.6388751,0.1713605,-1.2944447,-0.577969,0.2916952,0.50272673,0.69266844,0.055221513,0.91318786,-0.50864565,-0.7153923,-0.20375717,-2.216463,-0.4855072,2.0035577,0.15885684,0.18726951,-0.15855719,0.19610773,0.2775785,-1.5190153,0.06053385,1.9908987,0.5993277,-1.8374465,-0.41294777,-0.9936118,-0.49362117,0.43465814,0.26525497,1.7369156,1.1069261,-1.1868668,-1.1971244,1.2081432,0.52650225,0.3334853,0.6219222,-1.2138869,0.3068675,-0.015735721,-0.1691946,-0.9065382,0.6232943,-1.647719,-1.2841753,-0.26387218,1.6586452,0.1516089,-0.3231718,-0.5575143,-0.21896854,-0.7140935,0.6041227,-0.40179914,-0.8968739,-2.0946074,-1.6703627,1.5124675,-0.9643901,1.191194,-0.44978,-0.3030667,1.8018237,-1.7491546,-0.025857313,-0.35411778,-2.1049824,0.76922643,0.10098585,0.05997643,-1.2136496,-0.82516235,0.5457963,0.6407785,0.66034573,0.16791192,0.16260727,-0.8436683,1.30758,-0.61137813,0.22662756,-0.060012814,-0.85352725,0.7937671,1.1094375,-0.15131335,0.35363942,0.0864003,-0.91444516,0.9991743,-0.35324636,1.1788073
As,-0.4992978,-2.0820138,-0.12457393,-1.2856971,-0.32891712,-0.94045055,0.84629184,0.73742884,-0.8720179,1.2033828,2.0084996,1.6632388,3.833613,2.0499995,-1.4664342,0.5219611,-0.6064048,-1.7814087,1.0079604,0.5402027,-0.79530233,0.9282909,-0.01060249,1.0386919,0.082897834,-0.6082344,2.2570686,0.20419528,1.7311399,-0.4080057,0.81208175,0.097714774,-0.0386268,0.2579051,1.5335947,-1.8808353,-0.15480968,-2.5647178,-0.6958889,-1.419474,0.36622557,-0.4181628,0.15190887,0.8933261,-0.46797848,2.0569713,3.2555232,0.39986208,-0.09515337,-0.15989342,-1.75289,1.8078699,-0.71255034,-0.836026,1.760068,0.70061946,1.5091455,0.21464337,0.09848401,1.4737384,0.5976672,-0.14323898,0.117349505,0.8405394,-1.6221232,-0.17202991,0.68509024,-0.0074060042,-0.31759802,0.84145796,0.5894353,0.57773995,-0.065186895,-0.43572128,0.32217392,0.39388812,0.1138809,-0.813594,-0.5329656,0.25262052,0.3253946,0.2873089,0.8310968,-0.9248031,0.13749109,0.012486093,-0.4133673,0.6146097,-1.1829212,-0.49163806,-0.34560573,-0.14250526,0.5666201,0.0075002597,0.8702298,-0.62636864,-0.41500628,0.125957,-0.094253354,0.11611858
Se,-1.3630896,0.14578927,0.2889112,0.58644265,-0.45722145,-0.045907788,0.95044255,-0.2523982,0.9881623,-0.7395743,-2.4352508,0.52986765,-1.4155238,2.1431763,0.4613908,-0.050521564,-1.8621137,-0.44316265,1.3198088,0.6461607,-0.8371732,-0.95358104,1.2559856,-1.6866677,-1.1795542,-0.6487596,1.3580452,-1.2033453,-1.4516367,0.56498563,-0.59998983,-0.35220835,-0.65442836,1.1169392,-0.09362808,0.23024113,0.8093697,2.5271063,-0.010744956,-0.18647483,-1.005558,-2.5400329,-0.8327496,-0.16567515,-0.99730796,-0.61782026,1.1841153,0.67794734,0.6643409,-0.23802261,-0.34542143,1.7381836,1.501666,1.2996914,-1.0452852,0.9410068,2.4894898,-0.14062093,-0.6319412,-0.37867907,-0.5355287,0.65691686,0.44959238,0.39101338,-1.2689308,0.94949055,0.36486256,1.240104,-1.1137754,1.7201134,0.07485307,0.33707365,-1.7211784,-1.7774271,-0.16186291,0.941336,1.0508454,0.84284896,0.32925585,0.34290993,0.7065571,-1.622876,-0.6059117,0.078143634,-0.8271202,0.13599831,-0.9644467,0.7932953,-0.15105738,-0.341337,0.23157924,1.265725,-1.4404908,0.5092146,-1.1519905,-0.83759624,0.96360546,0.72331154,0.061255503,-1.4975848
Br,-0.20893541,2.026318,-0.28595456,0.4607711,-0.61656016,1.8374103,-0.14980836,-1.7868311,0.775661,0.063636,-0.9726691,-0.7022635,0.025919834,0.6198816,-1.3584386,0.4660001,-0.05624978,-0.3474768,-0.8367876,2.0899756,-0.39230523,0.9015662,0.3571191,2.488834,0.009661547,0.6842233,-1.0977169,1.1499909,-0.8921887,-0.2052984,0.8437011,-2.1523252,0.97922534,1.7115436,0.7918603,-0.06840004,-1.2099953,1.4492991,0.74681383,-0.0316195,0.19510193,-1.1941391,0.3499987,1.1622432,-1.9172145,0.8858212,1.3026469,0.1829696,0.6075955,0.4202682,-1.2824097,-1.1650438,-0.9982862,0.37222,0.8266488,0.7545641,0.22136259,-0.07911583,1.0866117,-1.946393,-0.7122099,-0.5337531,-1.532493,0.27709725,0.16011684,-0.56937736,0.50327283,-1.3734804,-0.3030212,-0.6972375,0.42019013,-0.5884935,0.31440142,-0.45596233,-1.3279463,0.63276726,0.010179876,-1.6913662,1.4367696,0.8959205,-0.051744528,1.5392219,-0.66017085,2.1347222,-0.18252659,0.09327703,-1.7661664,0.26751733,-0.40831164,2.4085057,-0.3615593,-0.6044598,-0.5707498,-1.2966079,0.8258205,-1.162166,0.17779602,-2.2010388,-0.7081588,0.67921233
Kr,-0.6634555,0.57793725,-0.8027817,0.28775027,-0.079001956,2.4732537,-0.15695518,-1.0925102,-1.1470925,0.16949424,1.5908018,0.1589122,-0.6632902,-0.4467921,-1.2117143,1.0574586,0.29099962,-1.3964055,0.26647523,-1.8744888,-1.5516794,-0.1320389,-1.0830913,-0.07716024,-0.08488799,0.6230237,-2.318656,-1.4746176,-0.5030352,-2.0642283,-0.3977642,-0.17708784,-2.3055675,-1.0410585,-1.7839162,0.77642304,-0.93687654,0.0040314463,1.0774599,3.4817533,-0.037641373,0.7066275,0.61033756,0.82956606,0.10570967,0.1141018,2.942303,-0.9096996,-0.0371866,0.22427481,1.8098011,1.0405567,0.7489141,1.2413523,0.064206325,-0.31092224,0.42114884,0.24654125,-0.44714987,2.0336719,2.5718348,0.7864664,-1.0683832,0.23935372,-0.24999356,0.1544913,1.3415104,-1.0755436,-0.24032392,0.9335479,-0.72777486,0.6342284,-0.003430417,-1.1289148,-0.14163275,0.64404386,-0.6302792,1.1909565,0.3889392,0.62991685,0.21548331,-0.032721426,0.81843615,0.94901425,-1.1662303,0.043746375,-0.21528228,0.2941463,0.47837812,-0.5366416,0.26782638,0.78698134,1.257572,0.7394216,0.49767497,0.9685492,1.0385066,-0.21192297,-0.35820502,0.37793058
Rb,-1.1609026,0.03431266,-1.4756067,0.0165125,-1.3726135,1.9935168,0.7440882,-1.2274417,-0.23208056,2.1701958,-0.6294793,0.3113671,0.1700526,0.33422214,0.49228585,1.0218763,-0.64858085,0.43917623,-0.14700398,0.7812506,1.9153345,0.65781844,1.3697772,2.1216776,-0.6354331,-1.0955508,-0.44688368,0.36495182,-0.84179616,0.10926781,-1.3097217,0.9416188,-1.058545,-0.56862175,-1.4022614,1.9139206,-0.23964792,0.39652705,0.38543546,-0.42843005,-0.28085342,-0.524471,1.010546,-1.7470475,1.3488641,0.5028001,0.06771892,-0.29747486,-0.14296257,-0.14964305,0.95533633,0.12688096,-1.7434908,-1.9841462,2.669245,2.3753996,-0.5213591,0.18807049,0.15247637,0.15466052,0.5765808,2.413834,2.5726035,-0.044687904,-0.56053734,0.62053746,-1.628772,-0.26083001,0.5525488,-0.35138288,0.41122448,1.2874622,-1.1532159,0.26621047,-0.49646232,-1.4656446,-0.034817927,1.4719416,0.6167971,-0.58815664,0.20077644,0.7668833,0.15266751,-0.5051647,0.13308671,1.3009958,0.06440644,-0.96036047,-0.20488097,-0.6504153,-0.7018018,0.09791009,-0.7387049,-0.73223764,-0.008780642,-0.31533292,-1.1400498,-0.69980353,0.5028099,-0.54760104
Sr,-0.6274617,-0.033668213,-0.6808643,-0.75201464,-0.7389286,-0.15344726,0.73561823,-0.25041392,0.3712746,0.8910617,-0.50089306,0.21412416,0.50261176,-0.35420823,0.17842163,-0.06271925,-0.9666325,1.1851062,0.7047711,-0.20946102,-0.5903231,0.6783772,0.11256742,-1.1674736,0.09790774,1.2249877,-1.1065329,0.87699866,-0.424946,0.15222102,0.097206436,0.9916561,-0.36060485,0.437056,0.0678519,0.36116824,-1.0834454,-0.74372375,-1.0451295,0.7056421,-0.08323903,0.83275026,-1.7094152,1.1474397,-0.50080657,0.72482204,-0.75760096,1.0320308,-0.49366283,0.8335351,-0.63508505,-0.45907882,0.34536797,-1.1156532,-1.6970444,0.84085935,0.74230206,0.86435115,-0.5826746,-1.0127146,1.5623035,0.46243432,-0.6110383,-1.1176882,0.32778257,1.5330348,-0.22068839,-0.44102263,-0.40944064,0.28687277,-0.56068677,0.7614492,-0.52111274,-1.3483193,-1.4218689,0.0402572,-2.2200394,-0.78734463,-0.026299153,-0.6110801,-1.8507192,-1.1056082,0.073426224,-0.8612141,0.33931807,0.61900467,-0.23271841,-1.1438813,0.4461314,0.54919446,1.3373383,-1.4407511,-1.2102847,0.15735157,0.4760641,1.3050913,-0.76217544,0.4102933,-0.024889678,1.0938767
Y,0.8112297,0.0837412,-0.056676835,-1.8107184,-0.61024696,0.44525787,0.56931484,0.5655105,0.010540642,-1.6100894,0.97855306,-0.16296655,-0.595518,-0.7111043,1.3211077,-0.19024117,-0.9223029,0.20228687,0.06554464,-0.06292896,-0.88517755,0.37867615,0.10812513,1.4373841,0.30282143,0.09539158,0.33044735,-0.2453915,0.7791308,0.5364468,1.0618496,-1.0952647,1.9397221,-0.34242585,-0.06260412,0.4195683,0.37630454,0.5577399,0.08373633,1.0268402,0.3235285,0.10757898,1.2769353,0.8350949,-0.1913038,-1.0193323,-1.6137096,0.04839748,0.3006232,2.0006592,-0.75128615,2.3847172,-0.39547393,-0.24768676,-0.73254865,0.23950224,0.029949924,0.018268434,-0.117110915,0.44709268,0.24468133,-0.10846419,0.27643955,-0.29106063,-1.0526346,2.1081123,-1.6484886,-1.0894896,-0.954121,0.54333246,0.7729197,0.4525336,-0.5047363,-0.009453155,0.8362486,0.48297447,1.2196522,0.67463654,-1.2866412,1.3142959,-0.3665316,0.5959157,-1.5432745,-1.322271,-0.5770472,0.19543818,0.48561785,-0.25226068,-0.5209472,1.1405182,-1.5203251,-0.07709244,-0.28579363,1.6491147,0.8620024,1.4260356,0.1582957,-1.3319021,-1.8418195,-1.54012
Zr,1.5568043,0.38845983,-1.5728214,-0.004857811,-0.6167745,-0.7386554,0.60900027,0.733368,-1.7652956,0.55302143,-0.3565585,-0.0283341,0.18137911,-0.19812796,-0.5279859,0.30276594,0.06710708,0.87012446,0.8504282,-1.57727,1.2307692,0.34481242,-0.8916123,-1.0394998,1.5109364,0.77626276,-0.4251274,-0.49615803,-2.285035,-0.5682622,0.7190768,0.06986376,0.91162646,0.5192252,0.304896,-0.2036354,1.2043366,2.10268,0.016685406,-0.4658118,1.0886009,0.045702584,1.665259,1.7302768,1.7872827,-0.19643915,-0.65600604,0.41700327,-1.3078977,-1.2872013,-0.8884316,2.254379,-0.4772772,0.5095087,2.1864066,-0.049668416,-0.9124182,-1.0739944,1.385837,-1.0190367,1.5920883,-1.5917104,0.44032297,0.3852424,-0.33343,-0.53386354,-0.8266036,-0.4701177,1.2600555,-0.0642716,-0.115726955,1.1104999,0.9618486,0.6635118,-0.118105866,1.4314939,0.49668968,-0.7808657,-1.0287354,0.44486004,-0.27427146,-0.6609279,0.9226608,-0.8247611,-0.04154163,-2.182569,-0.43777657,1.506117,0.27716798,0.030921787,0.63538486,0.5993192,-1.2047353,0.44866258,-1.9884981,-0.45452803,1.3094305,-1.4225572,0.9435195,-0.024768716
Nb,-0.69085765,0.19128104,0.774674,0.49689585,0.6185355,-2.2130241,0.41967073,0.38616252,-0.3851564,-0.28481942,-1.0847838,0.052801244,-0.7617431,-1.0189196,0.8910758,0.47819522,-0.77085257,-2.3559754,0.43176284,0.627112,-0.32899258,-0.44504645,0.16081597,0.14449254,-1.1620232,-0.20448641,1.1208022,0.042409834,-0.9959925,-1.3303957,-0.79652935,1.361795,1.0178931,0.81172127,-1.8275875,-0.5109515,-2.6498244,-0.01975916,0.04692968,-1.744688,-1.3631755,0.7891226,-0.6247403,0.16468361,-1.3168815,-1.3338145,-0.17542039,1.5875134,-1.1704063,2.8504472,0.3077988,0.1679147,1.0377911,0.31474885,2.2274086,0.35713726,0.51370424,0.18374304,0.26357403,-0.4893111,0.36336094,1.2316397,0.6616212,0.29097548,1.1175176,0.25540158,-1.3281081,-1.5526772,1.115452,-0.6830251,0.9100175,-0.57902604,0.46383196,-0.11468352,1.0974799,0.22399932,0.2941515,0.08374549,-0.3342642,-1.1202549,-0.35321283,0.5385142,2.2705293,1.3508825,-0.5366615,0.60345775,1.1974746,0.43195686,-0.1309293,-0.18047732,-0.90842813,-0.4479322,0.2566079,1.0409284,-0.5021821,0.43215066,1.2432964,-0.99159986,1.4851356,1.1730072
